"","Gene","CcSP_neg.lfc","CcDN_neg.lfc","CcDP_neg.lfc","BeadSP_neg.lfc","BeadDN_neg.lfc","BeadDP_neg.lfc"
"1326","PTCH1",0.93053,1.8505,2.5307,0.30863,-0.20376,0.099339
"1327","HLA-DQA1",1.0608,1.7554,2.5179,0.49634,0.54207,0.22956
"1328","TMED9",0.51758,1.0343,-2.076,-0.71979,-0.28166,-0.096371
"1329","TFRC",0.60682,2.1001,1.0669,0.02096,-0.34905,-0.12841
"1330","TYMS",1.1583,0.25829,1.9666,0.1055,-0.65963,0.77321
"1331","KLRG1",0.68126,-0.012771,3.143,0.4291,-0.21064,0.36696
"1332","CACNA1F",0.74864,2.1393,2.2979,0.44463,0.8161,0.50151
"1333","NE_100",2.5953,2.5948,5.2007,-0.13434,-0.19698,0.54565
"1334","MSLN",0.86071,1.6163,1.4916,-0.17599,-0.66521,0.43603
"1335","CD46",1.0728,0.73981,0.6963,0.066924,-0.16519,-0.25479
"1336","P2RY8",1.6675,1.5681,2.6479,0.25158,0.044803,-0.14831
"1337","NT_51",2.9234,3.9731,2.0829,0.83013,0.20903,-0.25856
"1338","VAV2",0.86232,1.7423,2.729,0.13909,0.14261,0.39963
"1339","TMEM248",2.5806,1.5614,2.0676,-0.50275,0.38683,-0.72494
"1340","ABCF1",1.1151,0.86986,2.0048,-0.48555,-0.17509,-0.6018
"1341","THY1",1.1284,0.70584,-1.454,0.087323,-0.32715,0.12028
"1342","TPBG",1.2791,1.5801,2.9795,-0.14488,-0.051571,-0.5442
"1343","NT_54",3.2423,3.2437,5.345,-1.2325,-0.62948,-0.43846
"1344","CAPN2",1.3352,1.805,1.9288,0.15617,0.21175,-0.2899
"1345","PRLR",1.0772,0.82908,0.74828,0.2834,0.14807,-0.20728
"1346","UGCG",1.2501,0.71743,4.1545,0.45114,0.22136,0.5897
"1347","WNT7A",1.111,1.2934,1.5903,0.34446,0.1802,0.055804
"1348","HLA-DRB1",1.4693,2.1087,2.9737,0.26982,0.37822,-0.038421
"1349","ZNF681",1.2138,1.61,1.9828,-0.19105,0.86019,-0.24118
"1350","ANGPTL3",1.9623,1.4536,1.5276,0.28938,0.80787,-0.22143
"1351","TM2D1",1.2299,2.0622,1.6201,-0.19524,-0.33159,0.27061
"1352","IFNG",1.9157,1.7307,2.463,0.22857,0.12095,-0.32586
"1353","ITGA7",2.3978,2.2463,3.5286,-0.50404,-0.74302,-0.36833
"1354","ABCG1",1.8301,1.2011,3.5213,-0.2138,-0.12618,0.22552
